타라, 181, 94
사차, 143, 99
바차, 170, 72
파하, 190, 54
가차, 169, 72
사바, 144, 60
파사, 181, 82
파라, 150, 71
나차, 174, 73
파타, 176, 49
카바, 166, 51
사타, 182, 74
하바, 187, 92
파바, 186, 45
차다, 153, 49
아카, 155, 84
차카, 146, 42
가하, 160, 95
파파, 143, 50
마자, 176, 90
자다, 183, 83
카나, 171, 80
차사, 163, 74
자바, 142, 89
나자, 196, 93
차라, 147, 58
자사, 180, 92
사나, 169, 73
나나, 188, 96
파하, 192, 78
타하, 162, 81
사다, 154, 71
사자, 159, 97
나카, 185, 61
자마, 170, 40
하자, 182, 49
차파, 165, 88
나하, 168, 42
나사, 182, 91
라아, 144, 58
다라, 174, 49
나사, 146, 79
가가, 189, 98
파차, 146, 69
아사, 197, 47
마차, 156, 72
마하, 196, 90
자파, 154, 74
카바, 158, 44
마가, 198, 54
차라, 148, 55
나카, 177, 98
다바, 198, 44
다파, 153, 57
아다, 141, 44
마타, 195, 81
차사, 196, 86
사카, 195, 48
가하, 172, 80
사나, 164, 72
사카, 156, 84
차차, 145, 82
타나, 182, 43
라바, 198, 78
카카, 199, 78
사사, 191, 75
아파, 189, 41
라아, 183, 97
타나, 150, 90
나나, 171, 78
아자, 157, 71
파사, 198, 85
가자, 193, 73
라하, 155, 74
마바, 182, 40
타자, 178, 70
사라, 143, 40
타하, 140, 59
타아, 145, 81
카사, 141, 81
하파, 180, 53
차아, 173, 93
라가, 151, 65
나바, 166, 78
사타, 188, 52
카타, 181, 96
가하, 177, 74
카자, 166, 40
아하, 196, 71
자바, 140, 71
카하, 156, 84
아라, 198, 98
카자, 170, 70
카차, 154, 96
차바, 194, 72
마라, 195, 71
차파, 196, 63
다가, 157, 84
가사, 150, 70
카마, 199, 51
마아, 153, 93
라자, 195, 87
파라, 164, 96
하아, 140, 75
자사, 198, 92
타나, 189, 53
다파, 175, 59
마하, 146, 48
사다, 167, 99
바차, 173, 79
마카, 154, 83
파바, 183, 50
카아, 179, 46
가아, 182, 85
하다, 153, 76
나사, 166, 45
나하, 163, 48
아마, 184, 67
하라, 143, 80
마바, 197, 42
다사, 158, 76
사라, 154, 67
마바, 154, 53
다마, 198, 61
차아, 185, 93
파사, 184, 84
마아, 148, 77
마파, 182, 58
카아, 175, 71
나나, 177, 54
아가, 180, 59
사다, 170, 64
하아, 186, 96
타바, 176, 55
다바, 148, 57
자마, 192, 55
하사, 156, 76
카하, 179, 96
아라, 168, 78
아마, 173, 55
가타, 142, 73
자라, 169, 84
다나, 150, 45
가자, 157, 60
자파, 163, 43
라사, 177, 81
타가, 192, 64
아타, 198, 63
자라, 169, 88
나가, 194, 46
사아, 154, 60
하가, 168, 56
자하, 154, 70
사타, 143, 73
차타, 189, 90
하파, 176, 49
바다, 185, 93
하마, 175, 70
나아, 191, 93
다나, 162, 75
다타, 182, 87
차하, 184, 66
자카, 142, 44
나카, 144, 85
사하, 177, 48
차하, 141, 94
차가, 185, 92
나아, 192, 97
파라, 158, 57
사바, 144, 86
바사, 161, 70
차라, 175, 83
아하, 185, 67
사아, 157, 64
바카, 149, 50
차타, 192, 41
가아, 172, 42
다나, 156, 73
바카, 160, 77
사마, 191, 83
사파, 161, 59
사차, 163, 83
파라, 179, 70
라하, 179, 75
카타, 146, 76
타차, 170, 62
타차, 142, 82
나파, 155, 95
파나, 169, 49
자다, 197, 63
가다, 154, 67
다차, 152, 71
차아, 172, 56
자사, 155, 91
차타, 189, 57
카파, 197, 72
다자, 147, 52
나타, 141, 70
사차, 177, 80
가자, 166, 95
다파, 171, 66
나카, 193, 75
카차, 156, 50
차자, 148, 82
카하, 183, 44
차나, 153, 74
라바, 155, 97
라다, 198, 78
차차, 162, 66
마차, 149, 96
나아, 146, 58
나나, 161, 68
자카, 191, 52
라카, 145, 95
바하, 177, 95
차마, 197, 69
파하, 146, 87
차사, 147, 92
차파, 182, 68
사아, 162, 73
가카, 173, 75
차나, 171, 72
카아, 164, 91
가마, 155, 79
마나, 169, 89
마라, 153, 91
사마, 194, 70
차타, 183, 58
파파, 182, 53
하하, 189, 44
마하, 174, 86
차라, 196, 95
마타, 195, 56
가나, 153, 43
바다, 156, 95
아자, 183, 57
가나, 196, 92
나카, 156, 82
카파, 174, 72
차나, 169, 95
나파, 194, 69
차나, 169, 50
사차, 163, 44
타마, 171, 98
아라, 187, 46
라나, 186, 51
파자, 177, 69
자파, 197, 99
나사, 158, 49
카가, 189, 43
차다, 196, 73
마하, 185, 43
다바, 142, 47
타라, 147, 59
라타, 187, 75
아아, 150, 52
라하, 166, 58
나차, 144, 80
가하, 185, 82
차가, 181, 67
아바, 167, 79
가파, 172, 54
사마, 198, 72
다바, 191, 47
나자, 196, 81
가차, 199, 81
카라, 182, 53
마마, 176, 86
사가, 197, 92
사사, 190, 62
가아, 194, 95
가타, 194, 77
라바, 167, 48
카라, 198, 73
하자, 184, 79
가라, 153, 60
아파, 141, 63
사타, 194, 54
파카, 161, 91
카자, 146, 50
하아, 180, 99
아라, 175, 61
바마, 164, 53
다카, 164, 92
아나, 160, 59
아바, 142, 95
카가, 151, 45
차나, 198, 87
자마, 147, 54
사카, 187, 65
가가, 142, 49
카다, 180, 72
타바, 195, 79
사가, 168, 84
다나, 183, 43
자하, 169, 90
마아, 162, 60
라나, 167, 71
가바, 164, 58
파나, 177, 47
차하, 184, 46
사가, 196, 75
나하, 198, 90
바라, 155, 52
카자, 174, 57
차카, 187, 82
나나, 198, 79
아하, 196, 94
사차, 192, 62
가가, 152, 45
차바, 193, 70
나타, 144, 61
다하, 193, 52
파가, 154, 66
차차, 186, 78
다바, 182, 80
파사, 153, 94
차바, 175, 96
나카, 178, 92
사나, 151, 64
파마, 145, 87
자차, 186, 57
파바, 148, 96
하나, 194, 82
차라, 194, 58
파아, 189, 62
다나, 142, 90
차사, 185, 77
라바, 156, 53
라라, 158, 52
카가, 187, 62
다아, 195, 95
아자, 145, 93
자마, 150, 63
다가, 195, 88
하가, 158, 64
나타, 193, 89
나차, 180, 87
다마, 148, 57
나파, 186, 91
가카, 159, 61
나나, 195, 65
차라, 164, 62
파바, 195, 49
하바, 165, 94
하카, 164, 93
가카, 196, 87
가파, 174, 41
차파, 175, 71
다아, 161, 57
차가, 159, 94
카카, 190, 50
파타, 198, 68
파하, 156, 92
다가, 146, 72
차자, 156, 69
카바, 159, 66
라나, 180, 64
바가, 183, 72
사자, 196, 99
바아, 160, 50
바바, 191, 72
라라, 156, 92
차마, 173, 40
카사, 157, 62
타가, 184, 71
파가, 177, 45
타라, 199, 40
가자, 154, 46
사가, 161, 69
아가, 152, 57
다라, 191, 92
차다, 194, 47
다가, 143, 85
사사, 155, 53
차마, 141, 63
바차, 172, 87
아파, 161, 40
나타, 169, 65
파가, 150, 96
타아, 167, 91
하아, 158, 91
사나, 179, 64
나차, 152, 91
다라, 161, 76
하타, 169, 82
차다, 148, 83
나타, 190, 94
파다, 167, 66
나나, 180, 88
사카, 181, 66
가파, 160, 40
하하, 188, 95
파라, 176, 99
라카, 171, 83
카아, 186, 96
다바, 170, 76
차카, 164, 96
바라, 151, 75
나자, 195, 62
타카, 185, 50
차카, 196, 53
라사, 175, 85
가나, 189, 59
라자, 156, 71
차하, 181, 94
타파, 169, 47
파타, 190, 65
사타, 170, 75
바하, 188, 51
자사, 176, 81
타사, 193, 41
차카, 164, 72
라하, 175, 60
하차, 171, 83
가파, 162, 50
파파, 198, 55
파나, 181, 88
파다, 191, 51
하아, 194, 77
라타, 179, 89
라자, 170, 57
아파, 154, 63
나파, 153, 40
하카, 160, 47
타카, 181, 90
나타, 146, 46
마카, 155, 56
사가, 169, 41
아나, 184, 55
가가, 170, 71
나다, 175, 41
사가, 172, 54
나차, 192, 89
라아, 185, 49
다바, 169, 87
자카, 155, 68
바사, 164, 86
타카, 151, 61
카파, 177, 88
하타, 171, 51
하라, 164, 99
라타, 170, 65
카사, 150, 81
아다, 140, 89
마자, 161, 44
나사, 190, 98
자하, 140, 65
가라, 186, 40
아카, 140, 83
다바, 178, 70
바사, 183, 46
파사, 140, 52
하파, 188, 89
바바, 195, 61
자하, 149, 78
타아, 140, 42
나나, 145, 75
파카, 154, 52
마타, 186, 67
타하, 182, 68
가나, 143, 93
마타, 154, 49
가나, 140, 58
바하, 169, 85
마자, 194, 88
가타, 158, 80
차바, 155, 80
자가, 196, 69
카라, 168, 55
카아, 157, 54
사바, 147, 95
자파, 198, 74
차다, 185, 40
하사, 173, 68
자바, 145, 51
자아, 188, 91
타파, 161, 43
차파, 152, 74
타마, 191, 81
아사, 185, 70
카차, 183, 47
가타, 153, 63
가마, 157, 43
카바, 154, 48
카나, 180, 79
나자, 144, 77
하나, 167, 56
가나, 167, 95
라차, 141, 84
하아, 169, 96
차마, 160, 51
마사, 179, 84
카카, 173, 86
다파, 176, 44
타바, 193, 74
자나, 158, 81
라자, 146, 68
차아, 190, 87
바가, 153, 71
타카, 194, 45
사파, 171, 91
자차, 177, 40
사차, 149, 88
타차, 195, 89
라파, 186, 89
사라, 143, 46
가나, 152, 84
타바, 186, 93
마자, 171, 80
차사, 192, 81
파라, 199, 54
타라, 166, 82
파다, 178, 93
하가, 155, 73
바하, 147, 63
사가, 168, 79
아나, 194, 78
사하, 180, 41
카하, 199, 64
차사, 166, 83
차아, 156, 74
가사, 197, 88
바바, 174, 78
다차, 196, 49
자마, 159, 71
가아, 176, 51
가사, 195, 47
가차, 177, 61
다마, 149, 44
파하, 190, 94
가자, 161, 91
가파, 194, 60
하바, 181, 73
마바, 159, 69
나바, 197, 53
마파, 186, 53
나바, 163, 79
타사, 170, 62
카사, 143, 80
하타, 149, 78
카자, 149, 99
차파, 193, 70
바파, 141, 47
아차, 199, 83
하나, 144, 68
라타, 181, 90
타차, 182, 43
파차, 152, 48
마라, 190, 95
다바, 150, 57
하파, 164, 78
차사, 177, 52
사타, 182, 98
라카, 194, 99
카사, 140, 52
나가, 196, 83
파차, 181, 60
바사, 171, 73
타다, 166, 45
나타, 183, 52
카마, 197, 93
아바, 177, 89
다차, 154, 92
자하, 181, 49
타사, 140, 93
차카, 172, 40
하파, 198, 96
라타, 150, 59
마아, 164, 84
라타, 148, 59
라파, 160, 92
마카, 154, 48
사마, 148, 79
가카, 185, 46
마마, 159, 77
나나, 143, 66
자하, 166, 58
자라, 144, 90
아다, 160, 93
다타, 168, 78
나나, 175, 91
마다, 151, 72
타자, 172, 57
하라, 154, 82
바아, 155, 45
다다, 146, 62
마하, 194, 59
카라, 149, 47
다차, 190, 69
다사, 174, 72
사나, 177, 79
다카, 196, 75
차아, 172, 43
다차, 174, 43
타차, 157, 81
하라, 160, 89
가나, 199, 70
사라, 160, 92
라바, 161, 95
다라, 181, 88
타하, 142, 41
다마, 148, 88
다파, 145, 49
바나, 163, 40
가하, 182, 53
마나, 189, 79
나다, 180, 53
타마, 182, 55
마사, 151, 62
라타, 142, 53
라카, 143, 64
다차, 148, 81
바바, 148, 56
타바, 185, 55
자카, 187, 60
마나, 162, 89
하자, 198, 68
파하, 155, 90
차파, 141, 97
바타, 157, 90
파아, 141, 92
파자, 163, 73
바카, 185, 78
사라, 194, 96
나차, 194, 73
타아, 153, 81
다하, 168, 83
다다, 176, 76
아차, 169, 86
하바, 168, 40
나나, 152, 72
파차, 149, 62
아다, 166, 96
바사, 190, 41
파파, 193, 46
파차, 171, 70
파사, 144, 47
바하, 154, 55
타나, 141, 45
타하, 193, 40
파나, 196, 91
마하, 194, 81
카타, 175, 53
나사, 143, 96
라하, 172, 90
바바, 182, 76
가하, 140, 49
나차, 196, 42
아마, 195, 75
사바, 140, 57
파바, 188, 99
차바, 154, 57
파파, 165, 95
하차, 144, 70
하라, 149, 99
가카, 144, 86
사가, 170, 87
카파, 194, 57
나마, 174, 62
하라, 198, 93
마다, 144, 49
자타, 149, 41
자차, 189, 78
카사, 199, 92
다마, 155, 72
나마, 193, 46
사아, 162, 73
